stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code,nearest_node
Aberlestraße,655035,174024,48.122562,11.545391,,,1955268
Aberlestraße,655035,276241,48.122707,11.545112,,,1955268
Aberlestraße,655035,312120,48.122272,11.543522,,,1955265
Abtstraße,503116,190025,48.184177,11.578574,,,1955689
Abtstraße,503116,470306,48.184284,11.578934,,,1955689
Ackermannbogen,120761,416681,48.165012,11.555065,,,1448384680
Ackermannbogen,120761,95458,48.165005,11.556287,,,568017588
Ackermannstraße,509801,127680,48.167923,11.56545,,,21036248
Ackermannstraße,509801,251905,48.16816,11.564722,,,1117390122
Ackermannstraße,509801,318791,48.16778,11.56545,,,21036248
Ackermannstraße,509801,575462,48.168804,11.565109,,,21035990
Adilostraße,572603,176281,48.10638,11.62128,,,31726406
Adilostraße,572603,222319,48.106255,11.621119,,,31726406
Adunistraße,377523,251770,48.10967,11.534117,,,27277878
Adunistraße,377523,512432,48.109295,11.534359,,,27277878
Agnes-Bernauer-Platz,255087,156916,48.139954,11.495534,,,173898215
Agnes-Bernauer-Platz,255087,424506,48.13977,11.496558,,,173872048
Agnes-Bernauer-Straße,377411,103594,48.139145,11.511722,,,21600654
Agnes-Bernauer-Straße,377411,367599,48.139374,11.510734,,,21600655
Agnes-Bernauer-Straße,377411,384083,48.13932,11.511533,,,21600654
Agnes-Bernauer-Straße,377411,54254,48.139385,11.51165,,,21600654
Aichacher Straße,201743,530675,48.105007,11.518351,,,26125579
Aichacher Straße,201743,643000,48.104862,11.518432,,,26125579
Aidenbachstraße,143627,313036,48.098095,11.524271,,,1677696371
Aidenbachstraße,143627,421119,48.098022,11.524451,,,1677696371
Aidenbachstraße,143627,426751,48.09785,11.525143,,,1677696371
Aidenbachstraße,143627,455822,48.09797,11.524361,,,1677696371
Aidenbachstraße,143627,515635,48.09734,11.523912,,,26421936
Aidenbachstraße,143627,550887,48.09791,11.525169,,,1677696371
Aidenbachstraße,143627,657360,48.09761,11.524038,,,26421936
Aindorferstraße,617286,233054,48.131947,11.502739,,,28228936
Aindorferstraße,617286,267813,48.13125,11.5029,,,28228945
Aindorferstraße,617286,282115,48.1308,11.502783,,,28959698
Aindorferstraße,617286,401868,48.131866,11.503026,,,28228936
Albrechtstraße,462087,660951,48.155598,11.540207,,,1078717644
Albrechtstraße,462087,666932,48.155663,11.540558,,,30975715
Allach,359512,141174,48.190224,11.467605,,,194568411
Allach,359512,346616,48.189842,11.467498,,,194568411
Allach,359512,368944,48.19021,11.467381,,,194568411
Allach Bf. Ost,176649,335822,48.19277,11.468387,,,290247526
"Allach, München",359512,287395,48.190044,11.466923,,,194568411
Allacher Forstweg,60682,466438,48.210773,11.481278,,1,268028216
Allescherstraße,662100,324249,48.082718,11.519771,,,1734459871
Allescherstraße,662100,512734,48.082375,11.520121,,,1734459871
Allgäuer Straße,399779,27412,48.08208,11.48515,,,286343351
Allgäuer Straße,399779,60548,48.081684,11.485724,,,286343351
"Alling, Hoflacher Straße",582950,160340,48.143658,11.30113,,Ri,26291851
"Alling, Hoflacher Straße",582950,468280,48.14391,11.301255,,Ri,26291851
"Alling, Holzkirchen",425447,26311,48.136375,11.309987,,Ri,26291851
"Alling, Holzkirchen",425447,656959,48.136246,11.310023,,Ri,26291851
"Alling, Naßlhof",323059,154005,48.13308,11.313607,,Ri,282279
"Alling, Naßlhof",323059,165992,48.13307,11.313419,,Ri,282279
"Alling, Parsbergstraße",637411,83052,48.141754,11.302962,,Ri,26291851
"Alling, Sportplatz",319081,369446,48.14012,11.302899,,Ri,26291851
"Alling, Sportplatz",319081,564485,48.13988,11.302486,,Ri,26291851
Allinger Straße,64528,124000,48.16761,11.411039,,,268188751
Allinger Straße,64528,473488,48.167576,11.410913,,,268188751
Alois-Hahn-Weg,523382,249127,48.10502,11.661651,,,271011518
Alois-Hahn-Weg,523382,605203,48.105083,11.661866,,,271011518
Alois-Wolfmüller-Straße,439876,219355,48.193123,11.607725,,,2383101
Alois-Wolfmüller-Straße,439876,609898,48.193764,11.608282,,,2383101
Alte Allee,266290,103917,48.16309,11.443576,,,194494826
Alte Allee,266290,105510,48.163868,11.442722,,,129965
Alte Allee,266290,511469,48.163876,11.443764,,,129965
Alte Heide,177441,232795,48.17859,11.602694,,,36650596
Alte Heide,177441,371406,48.18006,11.604733,,,260902016
Alte Heide,177441,60470,48.179886,11.604158,,,21495327
Alte Heide,177441,617634,48.17896,11.603143,,,21495327
Alte Heide,177441,82641,48.17863,11.602595,,,36650596
Altenburgstraße,595732,340897,48.147507,11.42198,,,277420
Altenburgstraße,595732,504564,48.14757,11.421773,,,371579
Altenburgstraße,595732,602029,48.147064,11.421513,,,371579
Alter Messeplatz,681112,173674,48.134636,11.546253,,,1955316
Alter Messeplatz,681112,573770,48.134476,11.546361,,,1955317
Altöttinger Straße,582686,114207,48.126705,11.621981,,,11598323
Altöttinger Straße,582686,559355,48.12629,11.621631,,,11598323
Am Ausbesserungswerk,240502,15325,48.196934,11.60397,,,7772042263
Am Ausbesserungswerk,240502,34519,48.19689,11.604158,,,7772042263
Am Blütenanger,36528,340184,48.201847,11.506251,,,2040764
Am Blütenanger,36528,39404,48.201687,11.506691,,,2040764
Am Durchblick,668785,300587,48.161057,11.478295,,,157185878
Am Durchblick,668785,89667,48.16094,11.478179,,,157185878
Am Gasteig,588176,126855,48.132774,11.591528,,,28097231
Am Gasteig,588176,572335,48.132862,11.591465,,,28097231
Am Hain,126254,346691,48.08333,11.680201,,,15431135
Am Hain,126254,414463,48.08317,11.680291,,,15431135
Am Harras,321370,243557,48.1172,11.540189,,,1149379306
Am Harras,321370,323386,48.11746,11.540207,,,21135761
Am Harras,321370,374846,48.116177,11.540037,,,21135764
Am Harras,321370,587370,48.116924,11.539264,,,1601600597
Am Hart,44966,130278,48.19719,11.571765,,,26951216
Am Hart,44966,271403,48.19595,11.571765,,,82732000
Am Hart,44966,504076,48.19704,11.57172,,,26951216
Am Hart,44966,518306,48.19676,11.57172,,,26951216
Am Hart,44966,631895,48.196915,11.571864,,,26951216
Am Hart,44966,88537,48.19595,11.571864,,,82732000
Am Hart Süd,346701,194890,48.194973,11.572071,,,1955736
Am Hart Süd,346701,304012,48.1951,11.572205,,,1955736
Am Hedernfeld,269442,112493,48.11988,11.46907,,1,185441470
Am Hedernfeld Nord,554455,173977,48.121853,11.472196,,1,185437833
Am Hochacker,583403,198867,48.105038,11.66731,,,271010722
Am Hochacker,583403,282669,48.10546,11.66828,,,63374461
Am Hochacker,583403,286250,48.10591,11.668361,,,63374461
Am Hochacker,583403,496962,48.105766,11.667606,,,18123822
Am Knie,546522,239307,48.14544,11.471019,,,11254379933
Am Knie,546522,445687,48.145493,11.470723,,,11254379933
Am Knie,546522,495555,48.145588,11.470363,,,11254379933
Am Knie,546522,669338,48.14535,11.471046,,,11254379933
Am Lokschuppen,6246,240139,48.140644,11.524918,,,286511823
Am Lokschuppen,6246,579186,48.140823,11.524801,,,531490130
Am Lokschuppen,6246,582412,48.140728,11.52287,,,286511851
Am Lokschuppen,6246,652299,48.14082,11.52357,,,531490130
Am Messesee,228556,283572,48.135822,11.690334,,,428682
Am Messesee,228556,347863,48.13518,11.690181,,,428682
Am Messesee,228556,603746,48.135532,11.689669,,,428682
Am Münchfeld,278090,153641,48.197323,11.462422,,,12137696807
Am Münchfeld,278090,578472,48.197582,11.46279,,,12137696807
Am Münchner Tor,508057,47182,48.176125,11.58824,,,246996131
Am Münchner Tor,508057,525325,48.176155,11.588366,,,246996131
Am Neubruch,445385,298612,48.194553,11.492264,,1,12137693545
Am Ährenfeld,568491,363960,48.119747,11.478673,,,1639720572
Am Ährenfeld,568491,524888,48.120182,11.478565,,,1639720572
Am Ährenfeld,568491,88378,48.120296,11.478206,,,26778866
Amalienburgstraße,272121,292254,48.16541,11.494402,,,29014889
Amalienburgstraße,272121,322570,48.165356,11.494402,,,29014889
Amalienburgstraße,272121,333141,48.165745,11.4931,,,26085228
Amalienburgstraße,272121,399023,48.16573,11.494061,,,29014889
Amalienburgstraße,272121,638203,48.165787,11.494097,,,26085228
Amalienstraße,642007,512567,48.147747,11.576454,,1,18280273
Ammerseestraße,368839,230052,48.124893,11.502828,,,31341046
Ammerseestraße,368839,280628,48.12661,11.502577,,,28959695
Ammerseestraße,368839,286727,48.126163,11.501831,,,444591
Ammerseestraße,368839,558754,48.126087,11.502316,,,444591
Ampfingstraße,282570,188680,48.130398,11.615235,,,21151048
Ampfingstraße,282570,213950,48.130142,11.61563,,,21151048
Ampfingstraße,282570,363980,48.130817,11.616429,,,17707822
Ampfingstraße,282570,593358,48.13108,11.615253,,,18327579
"Ampfingstraße, München",282570,463375,48.130367,11.615162,,,21151048
Amphionpark,67208,250295,48.173485,11.51474,,,440651
Amphionpark,67208,374752,48.173405,11.515324,,,440651
Amsterdamer Straße,454461,107121,48.16956,11.59937,,1,75890864
An der Point,376703,152870,48.140865,11.685204,,,89335334
An der Point,376703,539359,48.140873,11.685627,,,89335334
Andernacher Straße,240639,195194,48.18563,11.524514,,,18227336
Andernacher Straße,240639,490717,48.18525,11.524325,,,18227336
Andreas-Vöst-Straße,123043,23171,48.121735,11.502757,,,1710781677
Andreas-Vöst-Straße,123043,272757,48.12143,11.502397,,,2779899366
Angererstraße,633465,432491,48.167408,11.571891,,,204257758
Angererstraße,633465,459006,48.167427,11.569924,,,38162316
Angerlohstraße,663541,67709,48.1891,11.472717,,,194585859
Angerlohstraße,663541,73420,48.189034,11.472376,,,194585859
Anhalter Platz,587320,197816,48.186428,11.56227,,,21315484
Anhalter Platz,587320,284116,48.186596,11.562486,,,21315484
Anhalter Platz,587320,510641,48.186733,11.561982,,,21315484
Anhalter Platz,587320,555170,48.186974,11.561767,,,615648264
Anneliese-Fleyenschmidt-Straße,650490,543489,48.101257,11.616896,,,671691568
Anneliese-Fleyenschmidt-Straße,650490,658489,48.10112,11.616923,,,671691568
Annemarie-Renger-Straße,102398,104741,48.144802,11.406457,,,4096269204
Annemarie-Renger-Straße,102398,210029,48.14493,11.4067,,,4096269204
Anni-Albers-Straße,310428,10304,48.17979,11.589291,,,36668877
Anni-Albers-Straße,310428,349432,48.177944,11.591294,,,36668589
Anni-Albers-Straße,310428,422559,48.179718,11.589139,,,36668877
Anton-Ditt-Bogen,352120,550620,48.191555,11.582159,,,19367710
Anton-Ditt-Bogen,352120,673641,48.19077,11.581835,,,19367710
Anton-Will-Straße,563055,197863,48.20532,11.585958,,,1955758
Anton-Will-Straße,563055,463451,48.205967,11.586506,,,21225722
Anzinger Straße,284393,35221,48.121147,11.605614,,,21151061
Anzinger Straße,284393,55353,48.121273,11.605641,,,1288083014
Appenzeller Straße,570972,282584,48.093044,11.475412,,2,261210912
Arabellapark,546379,206502,48.153217,11.619897,,,31116640
Arabellapark,546379,37264,48.15358,11.622035,,,1954461
Arabellapark,546379,39727,48.153515,11.622062,,,1954461
Arabellapark,546379,488830,48.153214,11.62049,,,31116640
Arabellapark,546379,551550,48.153316,11.620786,,,1954461
Arabellapark,546379,562927,48.153214,11.620804,,,1954461
Arabellapark,546379,76731,48.15331,11.620184,,,31116640
Arabellapark Nord,499781,248723,48.153816,11.620948,,,31087964
Arabellapark Nord,499781,612362,48.15355,11.620598,,,31116640
Arabellapark/Klinikum Bogenh.,112052,219379,48.15389,11.62296,,,31087964
Arabellapark/Klinikum Bogenh.,112052,283222,48.15379,11.623742,,,31087964
Arabellapark/Klinikum Bogenh.,112052,333783,48.15361,11.623571,,,1954461
Arabellapark/Klinikum Bogenh.,112052,603274,48.15371,11.623742,,,31087964
Arabellastraße,527963,145518,48.153496,11.618585,,,1954460
Arabellastraße,527963,387228,48.15397,11.616887,,,257080917
Arabellastraße,527963,443436,48.153584,11.618576,,,31087961
Arabellastraße,527963,503700,48.15359,11.617022,,,257080917
Arcisstraße,675614,17889,48.151768,11.570516,,,13725374564
Arcisstraße,675614,627698,48.151733,11.57093,,,13725374564
Aschenbrennerstraße,413873,108862,48.219963,11.560716,,,26955045
Aschenbrennerstraße,413873,333230,48.220028,11.560662,,,26955045
"Aschheim, Erdinger Straße",438903,135441,48.17123,11.717813,,,207098558
"Aschheim, Erdinger Straße",438903,496910,48.171074,11.717418,,,207098558
"Aschheim, Gartenstraße",383648,209856,48.1802,11.710357,,,7984182
"Aschheim, Gartenstraße",383648,572725,48.18004,11.710321,,,7984182
"Aschheim, Mitte",382592,459557,48.170696,11.716987,,,207098558
"Aschheim, Mitte",382592,546099,48.170757,11.716789,,,207098558
"Aschheim, Realschule",84443,471455,48.16542,11.72438,,,207098558
"Aschheim, Realschule",84443,668413,48.165634,11.725673,,,207098558
"Aschheim, Saturnstraße",573320,548326,48.17209,11.72217,,,207098558
"Aschheim, Saturnstraße",573320,662230,48.171993,11.722287,,,207098558
"Aschheim, Siedl.Tassilostraße",631825,15895,48.16733,11.71272,,,207098558
"Aschheim, Siedl.Tassilostraße",631825,574623,48.167225,11.71281,,,207098558
"Aschheim, Sportpark",257319,146046,48.166245,11.718954,,,207098558
"Aschheim, Sportpark",257319,56519,48.166428,11.718963,,,207098558
"Aschheim, Uhlandstraße",431297,226612,48.166798,11.729527,,,207098558
"Aschheim, Uhlandstraße",431297,497441,48.166115,11.730605,,,207098558
"Aschheim, Weidachstraße",653382,534531,48.175755,11.713834,,,7984182
"Aschheim, Weidachstraße",653382,618613,48.175755,11.71395,,,7984182
"Aschheim, XXXLutz",440343,401989,48.165382,11.736175,,,207098558
"Aschheim, XXXLutz",440343,58238,48.16516,11.73631,,,207098558
Aschheimer Straße,551522,118585,48.121494,11.613124,,,32675340
Aschheimer Straße,551522,185850,48.120396,11.612612,,,2387756105
Asmarstraße,633120,289183,48.172997,11.407194,,,253822731
Asmarstraße,633120,542409,48.171974,11.407113,,,365461
Assenhausen,510236,31075,48.29885,11.40113,,,32691286
Astallerstraße,469516,429700,48.135586,11.530335,,,21600380
Astallerstraße,469516,605889,48.135483,11.530649,,,21600380
Aubing,9281,185946,48.153793,11.413805,,,1177321118
Aubing,9281,358128,48.153854,11.413751,,,1177321118
Aubing-Ost-Straße,162970,561515,48.15583,11.417713,,,130070
Aubing-Ost-Straße,162970,78905,48.155914,11.417704,,,130070
Aubinger Allee,406593,296012,48.145985,11.405819,,,9569774390
Aubinger Allee,406593,422887,48.14638,11.4059,,,9569774390
Auenbruggerstraße,215674,487875,48.181313,11.449594,,,194615441
Auenbruggerstraße,215674,681155,48.18104,11.449415,,,194615441
Auerfeldstraße,255924,279550,48.123833,11.596478,,,1955146
Auerfeldstraße,255924,332953,48.12351,11.596038,,,1172140687
August-Everding-Straße,252185,561235,48.1258,11.609755,,,7867416976
Augustenfelder Straße,231515,143905,48.20062,11.443998,,,194636399
Augustenstraße,390254,549937,48.153206,11.565872,,,13725374556
Augustenstraße,390254,585418,48.153046,11.565953,,,13725374556
Augustin-Rösch-Straße,50805,443544,48.201218,11.563608,,,256505919
Augustin-Rösch-Straße,50805,481000,48.20155,11.56439,,,256505922
Augustin-Rösch-Straße,50805,65096,48.201344,11.563492,,,256505919
Augustin-Rösch-Straße,50805,664254,48.20154,11.564022,,,256505919
Aurbacherstraße,667115,454775,48.122395,11.589965,,,29558774
Aurbacherstraße,667115,660835,48.122417,11.590827,,,29558774
Aurikelstraße,627034,248428,48.10834,11.491025,,,148545892
Aurikelstraße,627034,268266,48.108036,11.491043,,,148520088
Authariplatz,526012,149139,48.09224,11.562692,,,4197258228
Authariplatz,526012,22637,48.09179,11.562414,,,8899163169
Autharistraße,392079,224658,48.09044,11.56412,,,1686690525
Autharistraße,392079,427908,48.090057,11.562998,,,21042229
Avenariusplatz,274042,124814,48.142124,11.450106,,,90043580
Avenariusplatz,274042,164878,48.142063,11.450286,,,90043580
BMW-FIZ,499751,42814,48.193565,11.570534,,,26940616
BMW-FIZ,499751,487631,48.19348,11.570759,,,26940616
Baaderstraße,501024,400198,48.129917,11.578386,,,19088834
Baaderstraße,501024,42406,48.13007,11.57844,,,19088834
Bachern,550852,367704,48.27953,11.380505,,,190822936
Bachern,550852,505126,48.279446,11.380478,,,190822936
Bachern,550852,647062,48.28016,11.378716,,,190822936
Bad Forstenried,54746,51418,48.08695,11.499801,,,94866406
Bad Forstenried,54746,78612,48.087055,11.499271,,,94866406
Bad Maria Einsiedel,621272,351208,48.096764,11.547097,,1,267066277
Bad-Schachener-Straße,366271,575141,48.11985,11.624173,,,21101979
Bad-Schachener-Straße,366271,596730,48.119663,11.624281,,,21101979
Bahnstraße,297284,39512,48.11516,11.695724,,,16479923
Bahnstraße,297284,500972,48.115833,11.694834,,,1811464
Baierbrunn,651906,389638,48.01874,11.480027,,,5040599150
Baierbrunner Straße,411520,62070,48.09236,11.529949,,,2446713297
Baierbrunner Straße,411520,98111,48.09233,11.530137,,,2446713297
Bajuwarenstraße,401885,161259,48.123642,11.667427,,,1954789
Bajuwarenstraße,401885,374056,48.123264,11.666232,,,1954789
Bajuwarenstraße,401885,505456,48.12352,11.667346,,,1954789
Bajuwarenstraße,401885,529884,48.123245,11.666394,,,1954789
Balanstraße,523612,491449,48.10821,11.603934,,,4635028604
Balanstraße,523612,567845,48.10854,11.603314,,,4635028604
Balanstraße,523612,651700,48.109074,11.604149,,,4635028597
Balanstraße,523612,80503,48.108536,11.604814,,,3605769251
Baldeplatz,407877,310368,48.123425,11.567076,,,29630112
Baldeplatz,407877,535187,48.123238,11.567022,,,29630112
Baldeplatz,407877,56798,48.122814,11.56695,,,19417533
Baldeplatz,407877,576103,48.12378,11.567022,,,29630115
Baldham,379991,226554,48.099255,11.78678,,,307480216
Baldham (S) Nord,641040,613093,48.09998,11.786876,,,307480216
Baldham (S) Süd (Bahnhofpl.),33062,106281,48.09785,11.785959,,,307480216
Baldham (S) Süd (Bahnhofpl.),33062,324995,48.09782,11.785726,,,307480216
Baldham Dorf,449113,163700,48.114304,11.795167,,,20930497
Baldham Dorf,449113,588145,48.11441,11.796039,,,20930497
"Baldham, Allauchplatz",520429,132122,48.09677,11.790289,,,307480216
"Baldham, Allauchplatz",520429,665814,48.096825,11.790262,,,307480216
"Baldham, Eichenstraße",496182,115125,48.09299,11.784082,,,307480216
"Baldham, Eichenstraße",496182,562986,48.09275,11.783759,,,307480216
"Baldham, F.-Kamerseder-Str.",622376,294408,48.097443,11.782752,,,307480216
"Baldham, F.-Kamerseder-Str.",622376,422388,48.09749,11.782708,,,307480216
"Baldham, Geranienweg",171351,386790,48.09419,11.786822,,,307480216
"Baldham, Geranienweg",171351,498809,48.09379,11.786624,,,307480216
"Baldham, Hochwaldstraße",359974,353686,48.095425,11.799497,,,307480216
"Baldham, Hochwaldstraße",359974,478666,48.095432,11.799614,,,307480216
"Baldham, Humboldt-Gymnasium",498018,68305,48.10728,11.78763,,,20930497
"Baldham, Johann-Strauß-Straße",77882,133055,48.105267,11.791789,,,307480216
"Baldham, Johann-Strauß-Straße",77882,668561,48.105186,11.79187,,,307480216
"Baldham, Karwendelplatz",539058,203180,48.091686,11.793245,,,307480216
"Baldham, Karwendelplatz",539058,435763,48.091995,11.793667,,,307480216
"Baldham, Mondstraße",638474,161652,48.100433,11.791951,,,307480216
"Baldham, Mondstraße",638474,354890,48.10038,11.791915,,,307480216
"Baldham, Realschule",546852,102798,48.098373,11.787981,,,307480216
"Baldham, Realschule",546852,156891,48.09845,11.78843,,,307480216
"Baldham, Realschule",546852,302798,48.098324,11.788017,,,307480216
"Baldham, Schlehdornweg",606605,493950,48.099426,11.796838,,,307480216
"Baldham, Schlehdornweg",606605,574238,48.099476,11.796739,,,307480216
"Baldham, Wallbergstraße",128452,636625,48.092712,11.789813,,,307480216
"Baldham, Wallbergstraße",128452,672946,48.092804,11.789912,,,307480216
"Baldham, Ärztehaus",454362,335283,48.102684,11.787684,,,307480216
"Baldham, Ärztehaus",454362,565757,48.102497,11.787684,,,307480216
"Baldham,Bücherei/Gym.-Süd",97205,285876,48.105618,11.78622,,,20930497
"Baldham,Bücherei/Gym.-Süd",97205,497593,48.10557,11.786382,,,20930497
Barbarastraße,134307,314705,48.161472,11.557599,,,4109555005
Barbarastraße,134307,357704,48.161266,11.557554,,,4109555005
Barlachstraße,2537,529138,48.17752,11.575736,,1,564127
Barthstraße,168996,45510,48.140274,11.530011,,,295184
Barthstraße,168996,611740,48.14032,11.530443,,,295184
Basler Straße,552579,344112,48.091244,11.491096,,,1628989216
Bastian-Schmid-Platz,480191,221667,48.085052,11.513168,,,1704948923
Bastian-Schmid-Platz,480191,90850,48.08514,11.513321,,,1704948923
Batschkastraße,613625,185116,48.114883,11.667535,,,1301717706
Batschkastraße,613625,24350,48.114147,11.667166,,,15355003
Baubergerstraße,657801,209496,48.177097,11.506008,,,2567700660
Baubergerstraße,657801,45784,48.176556,11.505559,,,2567700660
Baumgartnerstraße,474493,226166,48.125732,11.536165,,,2040604
Baumgartnerstraße,474493,577111,48.126682,11.535761,,,21135745
Baumgartnerstraße,474493,6308,48.12594,11.535554,,,2040604
Baumkirchner Platz,115505,10614,48.130962,11.631862,,,1954698
Baumkirchner Platz,115505,371323,48.13092,11.632051,,,1954698
Baumkirchner Straße,545725,238808,48.128407,11.629994,,,15612605
Baumkirchner Straße,545725,30171,48.12833,11.631045,,,428740
Baumkirchner Straße,545725,395132,48.128506,11.629985,,,428740
Baumkirchner Straße,545725,605377,48.127914,11.631629,,,32706951
Bauseweinallee,591873,377790,48.174854,11.47278,,1,170990995
Bayerischer Rundfunk,439875,375400,48.19011,11.627443,,1,55400796
Bayerwaldstraße,498811,416724,48.088604,11.628296,,,21675464
Bayerwaldstraße,498811,563557,48.088303,11.628134,,,21675464
Beethovenplatz,59675,181088,48.133217,11.558075,,,19095748
Beethovenplatz,59675,485561,48.133133,11.557967,,,19095748
Bellinzonastraße,316724,137099,48.093582,11.481152,,,261210593
Bellinzonastraße,316724,273787,48.093235,11.481278,,,261210593
Benderstraße,305752,100515,48.172382,11.46456,,1,194004017
Benedikterstraße,550531,203197,48.140404,11.467866,,,271021118
Benedikterstraße,550531,299336,48.14038,11.468845,,,177644754
Berduxstraße,442201,86870,48.151695,11.480505,,,6572142077
Berg am Laim,297882,252079,48.1361,11.634144,,,445332215
Berg am Laim,297882,295415,48.13584,11.633641,,,445332215
Berg am Laim,297882,487463,48.13566,11.6333,,,445332215
Berg am Laim Bf. (Süd),505167,163264,48.132748,11.632545,,,533601254
Berg am Laim Bf. (Süd),505167,452010,48.133263,11.633066,,,3708568546
Berg am Laim Bf. (Süd),505167,590435,48.132923,11.632356,,,533601254
Berg am Laim Bf. (Süd),505167,624428,48.133083,11.633273,,,3814458796
"Berg am Laim, München",297882,180830,48.132767,11.632391,,,533601254
"Berg am Laim, München",297882,632089,48.136086,11.633815,,,445332215
Berger-Kreuz-Straße,451085,457784,48.112648,11.626347,,,11658131
Berger-Kreuz-Straße,451085,67127,48.113194,11.626293,,,11658131
Bergerwaldstraße,159703,205309,48.111023,11.656647,,,897676229
Bergerwaldstraße,159703,592030,48.11117,11.656413,,,897676229
"Bergham, Edelweißstraße",321085,33076,48.04365,11.622691,,,21675404
"Bergham, Edelweißstraße",321085,378614,48.043682,11.622601,,,21675404
"Bergham, Im Mitterfeld",629939,281430,48.04088,11.62146,,,21675404
"Bergham, Im Mitterfeld",629939,307969,48.04125,11.62181,,,21675404
"Bergham, Riegerweg",180448,198681,48.047832,11.624469,,,21675404
"Bergham, Riegerweg",180448,479455,48.047573,11.624469,,,21675404
"Bergham, Rosenstraße",501712,173425,48.043533,11.626203,,,21675404
"Bergham, Rosenstraße",501712,525703,48.043247,11.626032,,,21675404
"Bergham, Veilchenweg",28206,109330,48.041664,11.629536,,,21595735
"Bergham, Veilchenweg",28206,29589,48.04174,11.629608,,,21595736
"Bergkirchen, Breitenau",53266,261062,48.275356,11.406322,,,32691286
"Bergkirchen, Breitenau Abzw.",6166,147021,48.277046,11.408317,,,32691286
"Bergkirchen, Breitenau Abzw.",6166,311240,48.277027,11.407751,,,32691286
"Bergkirchen, Eisolzrieder See",31724,515986,48.243656,11.337781,,,190822936
"Bergkirchen, Eisolzrieder See",31724,82803,48.243484,11.337637,,,190822936
"Bergkirchen, GADA Ost",672081,392395,48.236877,11.351328,,Ri,190822936
"Bergkirchen, GADA Ost",672081,667539,48.236767,11.35095,,Ri,190822936
"Bergkirchen, GADA West",277411,320123,48.238083,11.345884,,,190822936
"Bergkirchen, GADA West",277411,487549,48.238358,11.345677,,,190822936
"Bergkirchen, Kreuzacker/GADA",455361,121410,48.238445,11.354966,,,190822936
"Bergkirchen, Kreuzacker/GADA",455361,77256,48.238556,11.354786,,,190822936
"Bergkirchen, Mühlstraße",362759,248176,48.25399,11.36438,,,190822936
"Bergkirchen, Mühlstraße",362759,360719,48.25292,11.364461,,,190822936
"Bergkirchen, Römerstraße",145410,125680,48.258892,11.365548,,,190822936
"Bergkirchen, Römerstraße",145410,155680,48.259193,11.366716,,,190822936
"Bergkirchen, Römerstraße",145410,654180,48.258198,11.366015,,,190822936
"Bergkirchen, Schule",199768,574799,48.258934,11.363042,,,190822936
Bergmannstraße,284417,308524,48.134857,11.537396,,,2038555
Bergmannstraße,284417,569330,48.135,11.537405,,,2038555
Bergsonstraße,560135,408056,48.159798,11.415054,,,128270
Bergsonstraße,560135,459024,48.1601,11.415395,,,128270
Bergsonstraße,560135,507273,48.160057,11.41465,,,130049
Bergsonstraße,560135,666548,48.15986,11.41518,,,128270
Bergwachtstraße,131014,316227,48.211224,11.530559,,,32841289
Bergwachtstraße,131014,395058,48.211475,11.530461,,,32841289
Bernheimerstraße,261858,126062,48.17354,11.628557,,,49492538
Bernheimerstraße,261858,623583,48.173645,11.62844,,,49492538
Bernsteinweg,358753,304703,48.20066,11.611596,,,3113204929
Bernsteinweg,358753,409144,48.201183,11.611956,,,27485722
Bertha-von-Suttner-Weg,51107,522471,48.16514,11.452954,,,273191
Bertha-von-Suttner-Weg,51107,8449,48.165024,11.452981,,,194494324
Betschartstraße,39430,107801,48.146023,11.446172,,,60877271
Betschartstraße,39430,116416,48.146076,11.447663,,,268947288
Betschartstraße,39430,660118,48.146442,11.44654,,,295217
Bichlhofweg,105454,393271,48.169014,11.643352,,1,1956171
Bildungscampus Freiham,320360,125911,48.14167,11.403502,,,4096283122
Bildungscampus Freiham,320360,59523,48.14122,11.403412,,,4096283122
Bingener Straße,498965,127750,48.181892,11.521873,,,36236796
Bingener Straße,498965,409316,48.182297,11.52137,,,2184740
Bingener Straße,498965,665211,48.18269,11.521001,,,354451773
Birkhahnweg,705,403543,48.108498,11.694259,,,17581812
Birkhahnweg,705,7781,48.10853,11.694448,,,17581812
Bismarckstraße,150539,401159,48.162437,11.582195,,1,28092164
Bleibtreustraße,597391,436070,48.076218,11.514084,,,290307750
Bleibtreustraße,597391,90973,48.076084,11.514533,,,1734994621
Blumenau,335947,157267,48.128258,11.474253,,,1956072
Blumenau,335947,159256,48.12779,11.47499,,,26781742
Blumenau,335947,30925,48.128098,11.474918,,,1956072
Blumenstraße,618449,285467,48.133114,11.573858,,,254039310
Blumenstraße,618449,287967,48.13328,11.574002,,,3903212232
Blutenburg,439292,314522,48.164516,11.456305,,,606548823
Blutenburg,439292,350582,48.165646,11.457248,,,606549472
Blutenburg,439292,404206,48.165245,11.456323,,,273185
Blutenburg,439292,92850,48.164917,11.457194,,,606545364
Bonner Platz,595097,327893,48.166744,11.57817,,,262699038
Bonner Platz,595097,78739,48.166664,11.578143,,,262699038
Borstei,601158,431248,48.16958,11.53329,,,260811532
Borstei,601158,580199,48.169487,11.533281,,,29862759
Boschbrücke,604090,168184,48.13111,11.582545,,,1955069
Boschbrücke,604090,63519,48.13065,11.582024,,,1955069
Botanischer Garten,646136,220651,48.164455,11.502379,,,290262085
